"","startDateTime","soilTempMean"
"516",2022-01-11 17:30:00,7.17775757575758
"517",2022-01-11 18:00:00,7.21045454545455
"518",2022-01-11 18:30:00,7.24187878787879
"519",2022-01-11 19:00:00,7.2700303030303
"520",2022-01-11 19:30:00,7.301
"521",2022-01-11 20:00:00,7.32960606060606
"522",2022-01-11 20:30:00,7.35372727272727
"523",2022-01-11 21:00:00,7.37433333333333
"524",2022-01-11 21:30:00,7.39212121212121
"525",2022-01-11 22:00:00,7.40378787878788
"526",2022-01-11 22:30:00,7.4120303030303
"527",2022-01-11 23:00:00,7.42118181818182
"528",2022-01-11 23:30:00,7.43369696969697
"529",2022-01-12 00:00:00,7.44815151515152
"530",2022-01-12 00:30:00,7.46309090909091
"531",2022-01-12 01:00:00,7.47954545454545
"532",2022-01-12 01:30:00,7.49666666666667
"533",2022-01-12 02:00:00,7.5130303030303
"534",2022-01-12 02:30:00,7.53072727272727
"535",2022-01-12 03:00:00,7.54818181818182
"536",2022-01-12 03:30:00,7.56439393939394
"537",2022-01-12 04:00:00,7.57787878787879
"538",2022-01-12 04:30:00,7.58842424242424
"539",2022-01-12 05:00:00,7.59766666666667
"540",2022-01-12 05:30:00,7.60624242424242
"541",2022-01-12 06:00:00,7.61448484848485
"542",2022-01-12 06:30:00,7.623
"543",2022-01-12 07:00:00,7.63133333333333
"544",2022-01-12 07:30:00,7.63863636363636
"545",2022-01-12 08:00:00,7.65072727272727
"546",2022-01-12 08:30:00,7.66127272727273
"547",2022-01-12 09:00:00,7.67006060606061
"548",2022-01-12 09:30:00,7.67736363636364
"549",2022-01-12 10:00:00,7.68442424242424
"550",2022-01-12 10:30:00,7.69036363636364
"551",2022-01-12 11:00:00,7.69590909090909
"552",2022-01-12 11:30:00,7.70236363636364
"553",2022-01-12 12:00:00,7.71027272727273
"554",2022-01-12 12:30:00,7.7200303030303
"555",2022-01-12 13:00:00,7.73184848484849
"556",2022-01-12 13:30:00,7.74418181818182
"557",2022-01-12 14:00:00,7.75572727272727
"558",2022-01-12 14:30:00,7.76609090909091
"559",2022-01-12 15:00:00,7.77090909090909
"560",2022-01-12 15:30:00,7.77581818181818
"561",2022-01-12 16:00:00,7.77918181818182
"562",2022-01-12 16:30:00,7.82406060606061
"563",2022-01-12 17:00:00,7.90284848484848
"564",2022-01-12 17:30:00,7.89787878787879
"565",2022-01-12 18:00:00,7.89730303030303
"566",2022-01-12 18:30:00,7.93863636363636
"567",2022-01-12 19:00:00,7.97118181818182
"568",2022-01-12 19:30:00,8.0110303030303
"569",2022-01-12 20:00:00,8.05375757575758
"570",2022-01-12 20:30:00,8.10584848484848
"571",2022-01-12 21:00:00,8.1510303030303
"572",2022-01-12 21:30:00,8.19472727272727
"573",2022-01-12 22:00:00,8.22169696969697
"574",2022-01-12 22:30:00,8.24442424242424
"575",2022-01-12 23:00:00,8.27051515151515
"576",2022-01-12 23:30:00,8.28781818181818
"577",2022-01-13 00:00:00,8.2819696969697
"578",2022-01-13 00:30:00,8.259
"579",2022-01-13 01:00:00,8.20978787878788
"580",2022-01-13 01:30:00,8.16339393939394
"581",2022-01-13 02:00:00,8.09969696969697
"582",2022-01-13 02:30:00,8.04675757575758
